Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","582.94","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","231.6","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","814.54","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","g/personne/jour","2.82","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","569.89","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","25121.83","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","15691.72","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","53.33","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","585.02","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","22701.54","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","20286.56","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","174","Comores","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","g/personne/jour","67.65","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","6765.9","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","94170.1","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","120.77","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","100815.23","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","g/personne/jour","51.99","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","6813.62","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","105194.7","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","112008.33","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","g/personne/jour","56.4","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","6783.32","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","101613.67","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","815.7","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","107581.29","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","g/personne/jour","52.91","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","6777.26","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","115301.39","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","201.45","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","121877.19","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","58.56","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","6883.75","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","138993.78","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","290.63","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","145586.9","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","178","Congo","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","g/personne/jour","68.35","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","133200","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","12189.07","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","596.88","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","58.03","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","128537.65","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","g/personne/jour","70.52","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","135500","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","10335.71","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","869.51","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","44.75","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","132276.12","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","g/personne/jour","71.89","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","145000","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","10692.33","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","499.12","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","65.72","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","191764.79","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","g/personne/jour","103.33","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","137500","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","14026.26","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","788.77","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","57.8","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","162669.17","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","86.99","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","147816","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","12973.47","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","2526.88","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","600","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","157662.59","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","188","Costa Rica","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","g/personne/jour","83.81","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","48286.5","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","183.15","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","15.68","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","48453.97","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","g/personne/jour","5.34","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","51152.59","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","546.72","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","36.49","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","51662.82","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","g/personne/jour","5.55","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","74097","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","663.74","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","30.75","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","74729.99","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","g/personne/jour","7.83","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","71296.22","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","487.39","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","23.62","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","71760","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","7.33","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","63949","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","760.35","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","11.53","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","64697.82","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","384","Côte d'Ivoire","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","g/personne/jour","6.45","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","52400","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","13306.98","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","6293.21","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","7926.64","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","28638.32","I","Valeur imputée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","g/personne/jour","18.71","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","52600","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","14061.91","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","6876.16","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","5131.13","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","54654.61","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","g/personne/jour","35.99","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","53940","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","15135.57","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","6155.77","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","8387.31","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","39248.65","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","g/personne/jour","26.04","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","56650","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","12069.92","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","6021.3","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","8351.92","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","42626.09","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","g/personne/jour","28.51","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","58610","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","14391.53","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5910","Exportations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","8511.6","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5023","Transformés","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","8586.1","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","52321.21","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","191","Croatie","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","g/personne/jour","35.31","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","29250","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","5610","Importations - quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","307421","A","Chiffre officiel",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","5141","Disponibilité alimentaire en quantité (tonnes)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","317975.12","E","Valeur estimée",""
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","665","Disponibilité alimentaire en quantité (g/personne/jour)","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","g/personne/jour","76.85","X","Ciffre de sources internationales","Chiffre non officiel"
"SCL","Compte Disponibilités et Utilisations (CDU) (2010-)","192","Cuba","5510","Production","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","25326.17","I","Valeur imputée",""
