Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"TCL","Cultures et produits animaux","008","Albanie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","21929.5","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","008","Albanie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","1000 US$","23856","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","012","Algérie","5609","Importations - Quantité","02151","Poulets","2017","2017","1000 têtes","195","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","02151","Poulets","2017","2017","1000 US$","19051","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","012","Algérie","5609","Importations - Quantité","02151","Poulets","2018","2018","1000 têtes","5838","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","02151","Poulets","2018","2018","1000 US$","26716","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5609","Importations - Quantité","02151","Poulets","2019","2019","1000 têtes","7183","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","02151","Poulets","2019","2019","1000 US$","32632","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5909","Exportations - Quantité","02151","Poulets","2019","2019","1000 têtes","1","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5922","Exportations - Valeur","02151","Poulets","2019","2019","1000 US$","0","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5609","Importations - Quantité","02151","Poulets","2020","2020","1000 têtes","5248","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","02151","Poulets","2020","2020","1000 US$","26988","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5609","Importations - Quantité","02151","Poulets","2021","2021","1000 têtes","5489","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","02151","Poulets","2021","2021","1000 US$","27315","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","0.4","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","2","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","012","Algérie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","26.74","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","1000 US$","29","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","407.75","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","1000 US$","381","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","0.09","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","1000 US$","0","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","1343.38","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","1000 US$","1232","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","0.49","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","1000 US$","1","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","tonnes","773.77","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2020","2020","1000 US$","727","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","0.4","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","1000 US$","1","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","tonnes","1616.35","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","012","Algérie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2021","2021","1000 US$","1538","X","Ciffre de sources internationales","Données estimées en utilisant les données des pays partenaires"
"TCL","Cultures et produits animaux","276","Allemagne","5609","Importations - Quantité","02151","Poulets","2017","2017","1000 têtes","185661","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","02151","Poulets","2017","2017","1000 US$","193759","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5909","Exportations - Quantité","02151","Poulets","2017","2017","1000 têtes","328450","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5922","Exportations - Valeur","02151","Poulets","2017","2017","1000 US$","654322","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5609","Importations - Quantité","02151","Poulets","2018","2018","1000 têtes","164936","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","02151","Poulets","2018","2018","1000 US$","185487","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5909","Exportations - Quantité","02151","Poulets","2018","2018","1000 têtes","312679","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5922","Exportations - Valeur","02151","Poulets","2018","2018","1000 US$","680352","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5609","Importations - Quantité","02151","Poulets","2019","2019","1000 têtes","145190","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","02151","Poulets","2019","2019","1000 US$","170013","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5909","Exportations - Quantité","02151","Poulets","2019","2019","1000 têtes","296964","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5922","Exportations - Valeur","02151","Poulets","2019","2019","1000 US$","588261","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5609","Importations - Quantité","02151","Poulets","2020","2020","1000 têtes","148774","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","02151","Poulets","2020","2020","1000 US$","167632","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5909","Exportations - Quantité","02151","Poulets","2020","2020","1000 têtes","256019","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5922","Exportations - Valeur","02151","Poulets","2020","2020","1000 US$","504633","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5609","Importations - Quantité","02151","Poulets","2021","2021","1000 têtes","138707","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","02151","Poulets","2021","2021","1000 US$","189016","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5909","Exportations - Quantité","02151","Poulets","2021","2021","1000 têtes","255995","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5922","Exportations - Valeur","02151","Poulets","2021","2021","1000 US$","516765","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","474950.63","A","Chiffre officiel",""
