Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","072","Botswana","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","1666.329","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2546.402","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","703.554","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","1712.212","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","2588.423","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","698.606","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","072","Botswana","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","1757.85","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","208504.96","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","28654.406","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","180633.872","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","210166.592","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","28321.495","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","182546.459","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","211782.878","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","27985.169","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","184407.548","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","213196.304","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","27645.976","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","186217.07","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","214326.223","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","27304.243","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","076","Brésil","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","187973.657","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","430.276","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","97.263","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","331.434","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","434.274","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","97.106","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","336.97","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","438.048","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","96.908","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","342.428","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","441.725","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","96.681","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","347.838","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","445.373","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","96.423","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","096","Brunéi Darussalam","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","353.19","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","7182.428","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1794.614","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5289.957","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","7117.431","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1758.643","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","5278.205","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7052.532","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","1722.907","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","5265.832","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","6979.175","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1687.49","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","5253.037","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","6885.868","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1652.403","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","100","Bulgarie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","5239.807","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","19835.858","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","13676.652","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","5516.73","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","20392.723","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","13952.881","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","5798.77","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","20951.639","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","14229.173","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","6092.387","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","21522.626","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","14505.434","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","6397.911","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","22100.683","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","14781.376","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","854","Burkina Faso","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","6715.585","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","11155.593","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","9483.827","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1380.418","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11493.472","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","9754.746","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","1461.704","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","11874.838","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","10028.767","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","1547.197","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","12220.227","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","10302.641","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","1636.586","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","12551.213","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","10575.557","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","108","Burundi","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","1729.9","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","564.954","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","189.808","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","356.58","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","571.202","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","189.62","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","363.715","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","577.03","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","189.426","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","370.923","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","582.64","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","189.2","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","378.148","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","587.925","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","188.937","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","132","Cabo Verde","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","385.375","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","15830.689","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","12327.338","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","3678.035","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","16025.238","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","12446.208","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","3799.521","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","16207.746","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","12558.947","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","3923.699","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","16396.86","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","12665.049","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","4050.459","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","16589.023","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","12764.03","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","116","Cambodge","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","4179.681","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","24393.181","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","10637.19","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","13416.537","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","25076.747","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","10766.102","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","13912.132","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","25782.341","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","10892.584","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","14420.409","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","26491.087","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","11016.661","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","14941.523","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","27198.628","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","11138.276","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","120","Cameroun","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","15475.489","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","36554.348","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","6830.253","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","29793.946","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","37035.254","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","6869.269","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","30084.496","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","37522.584","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","6903.53","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","30376.281","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","37888.705","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","6933.141","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","30670.064","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","38155.012","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","6958.095","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","124","Canada","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","30966.067","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","18368.577","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","2258.558","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","15796.168","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","18701.45","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","2262.995","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","15934.214","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","19039.485","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","2265.846","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","16070.807","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","19300.315","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","2267.065","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","16205.574","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","19493.184","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","2266.63","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","152","Chili","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","16338.316","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","1442041.109","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","597816.52","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","843314.783","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1448928.199","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","583199.631","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","863601.691","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","1453801.543","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","568748.198","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","883204.937","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","1456928.486","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","554487.938","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","902077.76","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","1457934.562","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","540439.367","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","159","Chine","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","920173.874","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","344","Chine - RAS de Hong-Kong","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","7461.519","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","344","Chine - RAS de Hong-Kong","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","344","Chine - RAS de Hong-Kong","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","7364.883","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","344","Chine - RAS de Hong-Kong","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","7481.555","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","344","Chine - RAS de Hong-Kong","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","344","Chine - RAS de Hong-Kong","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","7428.887","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","344","Chine - RAS de Hong-Kong","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","7496.122","X","Ciffre de sources internationales",""
